ID,Funcionario_ID,PDI_ID,Area,Lideranca,Data_Inicio,Data_Conclusao_Planejada,Data_Conclusao_Real,Status,Aderencia_Percentual,Evolucao_Competencias
2316,1520,206,Inovação,Líder 30,2023-08-20,2024-04-16,,Em Andamento,53.13,5.97
2317,1520,292,Inovação,Líder 6,2023-03-05,2023-08-02,,Cancelado,29.82,4.83
2318,1522,347,Atendimento,Líder 45,2024-10-26,2024-12-31,2024-12-04,Concluído,78.77,6.61
2319,1522,50,Atendimento,Líder 11,2023-04-21,2023-09-18,2023-07-20,Concluído,98.5,6.08
2320,1522,230,Atendimento,Líder 14,2024-03-30,2024-09-26,2024-07-27,Concluído,77.86,9.59
2321,1524,136,Qualidade,Líder 28,2024-07-22,2024-10-20,2024-09-15,Concluído,70.64,8.56
2322,1524,203,Qualidade,Líder 3,2023-12-28,2024-10-23,2024-11-16,Concluído,76.47,8.57
2323,1525,133,Financeiro,Líder 46,2023-09-15,2024-06-11,2023-12-14,Concluído,87.07,6.41
2324,1527,303,Tecnologia,Líder 43,2023-08-12,2023-11-10,2023-11-23,Concluído,86.93,8.04
2325,1528,52,Produto,Líder 32,2024-10-02,2024-12-31,2024-12-14,Concluído,86.76,8.33
2326,1531,348,Vendas,Líder 16,2024-11-21,2024-12-31,2024-12-31,Concluído,76.56,9.38
2327,1531,287,Vendas,Líder 31,2024-03-08,2024-09-04,,Em Andamento,35.58,4.72
2328,1531,369,Vendas,Líder 35,2024-06-10,2024-12-31,2024-12-31,Concluído,85.79,9.71
2329,1532,467,Marketing,Líder 33,2023-05-18,2024-02-12,2023-12-31,Concluído,84.84,7.98
2330,1533,145,Comercial,Líder 37,2023-01-13,2024-01-08,,Cancelado,20.75,2.65
2331,1533,158,Comercial,Líder 31,2024-12-06,2024-12-31,2024-12-30,Concluído,71.79,8.73
2332,1534,475,Tecnologia,Líder 25,2024-02-24,2024-11-20,2024-08-19,Concluído,94.48,6.12
2333,1534,11,Tecnologia,Líder 14,2024-06-09,2024-09-07,2024-11-03,Concluído,73.11,8.88
2334,1535,457,Comercial,Líder 4,2024-02-01,2024-05-01,2024-04-23,Concluído,91.64,7.32
2335,1536,415,Financeiro,Líder 28,2024-02-09,2024-11-05,2024-12-16,Concluído,81.99,9.54
2336,1536,201,Financeiro,Líder 43,2024-12-20,2024-12-31,2024-12-31,Concluído,89.79,6.75
2337,1536,115,Financeiro,Líder 44,2023-01-11,2024-01-06,,Cancelado,39.11,5.08
2338,1537,400,Produto,Líder 5,2024-09-12,2024-12-11,2024-11-03,Concluído,93.54,9.4
2339,1537,105,Produto,Líder 16,2024-08-07,2024-12-05,2024-10-09,Concluído,98.06,6.17
2340,1537,466,Produto,Líder 21,2024-07-23,2024-12-31,2024-12-31,Concluído,71.12,7.78
2341,1538,92,Atendimento,Líder 41,2023-10-02,2024-08-27,2024-01-24,Concluído,88.57,6.2
2342,1538,470,Atendimento,Líder 14,2024-03-08,2024-07-06,2024-05-10,Concluído,84.24,6.2
2343,1539,468,Atendimento,Líder 50,2023-10-16,2024-03-14,2023-11-18,Concluído,82.31,9.9
2344,1539,225,Atendimento,Líder 6,2024-09-02,2024-12-31,2024-12-31,Concluído,76.61,7.55
2345,1540,487,Gente & Gestão,Líder 5,2024-02-29,2024-08-27,2024-10-02,Concluído,79.2,6.15
2346,1540,304,Gente & Gestão,Líder 43,2024-08-23,2024-11-21,,Em Andamento,60.97,5.64
2347,1540,307,Gente & Gestão,Líder 30,2024-12-21,2024-12-31,2024-12-30,Concluído,79.36,7.92
2348,1542,63,Produto,Líder 12,2024-06-08,2024-12-31,2024-11-14,Concluído,70.29,9.09
2349,1544,338,Financeiro,Líder 37,2024-09-16,2024-12-31,,Em Andamento,58.4,6.41
2350,1546,252,Atendimento,Líder 23,2024-08-01,2024-12-31,,Cancelado,18.73,3.98
2351,1546,187,Atendimento,Líder 9,2023-05-04,2023-12-30,2023-06-12,Concluído,96.48,7.38
2352,1546,122,Atendimento,Líder 43,2023-09-17,2024-01-15,,Cancelado,35.99,5.62
2353,1547,445,Operações,Líder 47,2022-06-11,2022-09-09,,Em Andamento,67.34,5.69
2354,1547,272,Operações,Líder 2,2024-10-13,2024-12-31,2024-12-31,Concluído,76.86,7.23
2355,1547,434,Operações,Líder 41,2022-05-07,2022-12-03,2023-01-21,Concluído,78.91,7.48
2356,1548,292,Vendas,Líder 42,2023-09-07,2024-03-05,,Em Andamento,64.22,4.38
2357,1550,195,Suporte,Líder 15,2023-08-13,2024-07-08,2024-01-03,Concluído,97.54,7.82
2358,1550,311,Suporte,Líder 20,2024-06-24,2024-12-21,,Cancelado,29.68,2.92
2359,1550,59,Suporte,Líder 8,2023-02-15,2023-08-14,2023-06-25,Concluído,86.74,9.8
2360,1552,139,Atendimento,Líder 37,2024-05-24,2024-09-21,2024-11-12,Concluído,79.2,7.38
2361,1553,287,Marketing,Líder 20,2024-06-06,2024-09-04,2024-06-24,Concluído,80.58,8.82
2362,1553,483,Marketing,Líder 36,2024-01-18,2024-12-31,,Em Andamento,69.0,7.34
2363,1555,44,Inovação,Líder 50,2024-06-22,2024-10-20,,Em Andamento,40.34,7.23
2364,1555,218,Inovação,Líder 43,2023-01-29,2023-07-28,,Cancelado,10.48,4.64
2365,1556,152,Qualidade,Líder 49,2023-04-26,2024-01-21,2023-05-29,Concluído,83.32,6.72
2366,1556,214,Qualidade,Líder 23,2024-11-22,2024-12-31,2024-12-31,Concluído,72.53,9.15
2367,1556,373,Qualidade,Líder 28,2024-12-30,2024-12-31,,Cancelado,22.76,5.76
2368,1557,158,Inovação,Líder 17,2024-11-14,2024-12-31,2024-12-08,Concluído,72.12,8.03
2369,1558,163,Suporte,Líder 6,2024-08-13,2024-12-31,2024-12-31,Concluído,91.37,7.33
2370,1558,51,Suporte,Líder 2,2023-04-01,2023-11-27,,Em Andamento,31.9,7.9
2371,1560,161,Gente & Gestão,Líder 20,2024-05-04,2024-12-31,2024-11-23,Concluído,82.03,7.26
2372,1560,127,Gente & Gestão,Líder 5,2024-03-23,2024-11-18,2024-10-12,Concluído,94.42,8.45
2373,1561,70,Operações,Líder 46,2024-10-03,2024-12-31,,Em Andamento,68.52,7.63
2374,1562,497,Inovação,Líder 43,2024-08-21,2024-12-31,2024-11-26,Concluído,85.47,6.63
2375,1563,21,Suporte,Líder 47,2022-03-18,2022-12-13,2022-08-15,Concluído,93.6,7.65
2376,1563,259,Suporte,Líder 37,2024-04-20,2024-12-31,,Em Andamento,76.6,6.63
2377,1567,93,Inovação,Líder 17,2024-09-28,2024-12-31,2024-12-02,Concluído,92.67,6.56
2378,1567,279,Inovação,Líder 23,2024-03-09,2024-12-04,2024-07-03,Concluído,72.84,9.3
2379,1567,426,Inovação,Líder 40,2024-02-12,2024-10-09,2024-05-27,Concluído,74.05,6.51
2380,1569,275,Vendas,Líder 21,2024-04-29,2024-09-26,2024-10-25,Concluído,77.5,8.26
2381,1569,490,Vendas,Líder 9,2024-12-25,2024-12-31,2024-12-31,Concluído,74.36,9.08
2382,1570,426,Suporte,Líder 8,2024-09-30,2024-12-31,2024-11-11,Concluído,77.37,6.89
2383,1570,481,Suporte,Líder 1,2024-09-24,2024-12-31,2024-12-31,Concluído,89.33,8.28
2384,1570,200,Suporte,Líder 6,2024-12-04,2024-12-31,,Cancelado,38.98,4.61
2385,1572,316,Comercial,Líder 8,2023-10-13,2024-02-10,2024-01-07,Concluído,72.4,8.71
2386,1572,210,Comercial,Líder 6,2024-11-17,2024-12-31,2024-12-02,Concluído,95.03,8.94
2387,1573,291,Comercial,Líder 13,2023-09-17,2024-06-13,2024-05-14,Concluído,99.45,6.11
2388,1573,319,Comercial,Líder 25,2024-10-25,2024-12-31,2024-12-31,Concluído,97.2,6.31
2389,1573,57,Comercial,Líder 8,2024-07-05,2024-11-02,2024-08-20,Concluído,86.24,9.41
2390,1574,6,Tecnologia,Líder 35,2024-01-25,2024-09-21,2024-10-27,Concluído,70.16,8.81
2391,1576,247,Vendas,Líder 34,2024-08-30,2024-12-31,,Em Andamento,59.22,5.54
2392,1577,246,Atendimento,Líder 16,2023-12-13,2024-04-11,2024-03-20,Concluído,74.51,7.05
2393,1577,182,Atendimento,Líder 24,2024-09-21,2024-12-31,,Em Andamento,23.09,5.88
2394,1578,255,Operações,Líder 47,2023-05-23,2023-12-19,,Cancelado,17.53,5.24
2395,1578,53,Operações,Líder 38,2024-01-17,2024-05-16,2024-05-01,Concluído,73.59,8.12
2396,1579,195,Qualidade,Líder 42,2023-06-25,2024-01-21,2023-08-02,Concluído,85.19,8.53
2397,1580,459,Marketing,Líder 8,2023-06-24,2023-12-21,2024-01-05,Concluído,99.75,8.52
2398,1580,326,Marketing,Líder 48,2024-11-25,2024-12-31,,Cancelado,16.76,3.61
2399,1581,499,Atendimento,Líder 50,2023-06-25,2023-11-22,2023-10-11,Concluído,99.82,8.63
2400,1581,301,Atendimento,Líder 29,2023-08-03,2024-03-30,2024-01-30,Concluído,84.1,9.96
2401,1584,107,Suporte,Líder 4,2022-05-04,2022-11-30,,Em Andamento,61.44,5.38
2402,1585,298,Vendas,Líder 38,2024-09-01,2024-12-31,,Em Andamento,36.22,6.86
2403,1588,235,Atendimento,Líder 29,2024-08-04,2024-12-31,2024-08-08,Concluído,94.26,9.86
2404,1589,283,Comercial,Líder 47,2024-09-23,2024-12-31,2024-12-31,Concluído,77.34,6.5
2405,1589,177,Comercial,Líder 5,2024-02-20,2024-08-18,2024-09-04,Concluído,98.86,6.91
2406,1589,89,Comercial,Líder 39,2024-12-29,2024-12-31,2024-12-31,Concluído,80.99,9.62
2407,1590,16,Inovação,Líder 1,2023-07-04,2024-06-28,,Em Andamento,74.08,5.91
2408,1590,124,Inovação,Líder 40,2023-09-03,2024-03-01,,Em Andamento,45.82,7.87
2409,1590,342,Inovação,Líder 16,2024-10-19,2024-12-31,2024-12-31,Concluído,75.54,7.35
2410,1591,399,Comercial,Líder 3,2024-05-23,2024-12-31,,Em Andamento,29.96,5.32
2411,1591,100,Comercial,Líder 24,2024-04-06,2024-12-31,2024-12-31,Concluído,96.96,9.88
2412,1592,264,Financeiro,Líder 21,2024-12-07,2024-12-31,,Em Andamento,37.46,6.36
2413,1593,439,Marketing,Líder 17,2023-07-11,2024-01-07,2023-08-15,Concluído,89.34,9.86
2414,1594,346,Inovação,Líder 32,2022-08-08,2022-12-06,2022-10-06,Concluído,79.39,6.27
2415,1594,236,Inovação,Líder 46,2023-08-05,2023-11-03,2023-12-04,Concluído,90.45,6.71
2416,1596,337,Marketing,Líder 24,2024-11-20,2024-12-31,2024-12-31,Concluído,79.43,9.19
2417,1596,496,Marketing,Líder 40,2024-06-03,2024-10-01,2024-08-28,Concluído,74.46,8.5
2418,1596,371,Marketing,Líder 41,2024-09-16,2024-12-31,2024-12-28,Concluído,86.48,7.53
2419,1597,437,Comercial,Líder 50,2022-09-03,2023-01-31,2022-10-04,Concluído,95.84,7.24
2420,1598,257,Produto,Líder 37,2024-12-12,2024-12-31,2024-12-31,Concluído,85.8,7.97
2421,1598,330,Produto,Líder 1,2024-12-22,2024-12-31,2024-12-31,Concluído,74.41,6.5
2422,1599,298,Comercial,Líder 36,2024-12-12,2024-12-31,2024-12-15,Concluído,96.45,6.91
2423,1599,52,Comercial,Líder 15,2024-11-25,2024-12-31,,Em Andamento,42.91,6.19
2424,1599,459,Comercial,Líder 6,2024-11-21,2024-12-31,2024-12-30,Concluído,84.97,8.68
2425,1600,348,Operações,Líder 41,2024-02-01,2024-05-31,2024-04-15,Concluído,78.1,9.92
2426,1600,144,Operações,Líder 2,2024-02-21,2024-10-18,,Cancelado,35.62,5.73
2427,1600,80,Operações,Líder 10,2023-12-18,2024-06-15,2024-04-02,Concluído,72.81,9.98
2428,1601,141,Atendimento,Líder 6,2023-06-16,2024-04-11,2023-12-03,Concluído,92.88,8.9
2429,1602,312,Comercial,Líder 44,2022-07-01,2022-11-28,2022-08-21,Concluído,96.22,7.64
2430,1603,68,Gente & Gestão,Líder 3,2024-06-15,2024-10-13,2024-10-09,Concluído,91.73,7.3
2431,1603,372,Gente & Gestão,Líder 14,2024-10-04,2024-12-31,2024-12-07,Concluído,79.07,7.66
2432,1603,328,Gente & Gestão,Líder 32,2024-03-11,2024-12-31,2024-12-09,Concluído,97.92,7.05
2433,1604,164,Inovação,Líder 18,2024-11-20,2024-12-31,,Cancelado,34.11,2.8
2434,1604,438,Inovação,Líder 47,2024-04-08,2024-12-31,2024-12-31,Concluído,90.61,7.43
2435,1604,127,Inovação,Líder 32,2024-06-08,2024-12-31,2024-06-08,Concluído,71.59,7.67
2436,1605,389,Gente & Gestão,Líder 1,2024-11-27,2024-12-31,,Em Andamento,59.67,6.96
2437,1606,424,Financeiro,Líder 21,2024-08-07,2024-11-05,2024-11-22,Concluído,76.12,7.28
2438,1607,345,Atendimento,Líder 47,2024-11-14,2024-12-31,2024-12-18,Concluído,83.5,8.01
2439,1607,296,Atendimento,Líder 7,2024-12-25,2024-12-31,,Cancelado,28.95,2.83
2440,1607,83,Atendimento,Líder 2,2024-05-08,2024-10-05,2024-11-28,Concluído,81.72,8.97
2441,1608,405,Suporte,Líder 47,2024-05-07,2024-12-31,2024-12-21,Concluído,72.07,9.21
2442,1608,75,Suporte,Líder 29,2024-11-08,2024-12-31,,Cancelado,19.19,4.94
2443,1609,343,Tecnologia,Líder 45,2024-10-31,2024-12-31,2024-11-18,Concluído,70.49,8.52
2444,1609,275,Tecnologia,Líder 36,2024-03-31,2024-09-27,,Cancelado,16.12,5.35
2445,1609,64,Tecnologia,Líder 19,2023-11-24,2024-11-18,2024-04-10,Concluído,79.6,9.05
2446,1610,406,Gente & Gestão,Líder 31,2023-01-19,2023-04-19,2023-04-05,Concluído,77.72,7.72
2447,1611,16,Inovação,Líder 42,2024-10-26,2024-12-31,,Cancelado,25.08,5.73
2448,1611,287,Inovação,Líder 19,2024-07-05,2024-12-31,2024-12-31,Concluído,84.9,6.44
2449,1612,389,Financeiro,Líder 12,2024-03-28,2024-07-26,2024-09-07,Concluído,78.0,8.05
2450,1612,188,Financeiro,Líder 38,2024-10-17,2024-12-31,,Em Andamento,64.91,7.79
2451,1615,466,Marketing,Líder 34,2023-12-05,2024-08-31,2024-08-18,Concluído,93.15,6.37
2452,1616,357,Inovação,Líder 14,2022-11-23,2023-08-20,2023-03-22,Concluído,77.14,6.99
2453,1617,421,Produto,Líder 21,2024-10-24,2024-12-31,2024-12-10,Concluído,94.64,9.34
2454,1617,136,Produto,Líder 11,2024-11-19,2024-12-31,,Cancelado,3.97,2.98
2455,1618,152,Inovação,Líder 14,2024-09-30,2024-12-31,2024-12-31,Concluído,95.21,8.39
2456,1619,61,Produto,Líder 48,2024-05-08,2024-10-05,2024-11-02,Concluído,99.39,8.34
2457,1619,62,Produto,Líder 38,2024-01-10,2024-06-08,2024-03-28,Concluído,80.82,9.33
2458,1620,360,Gente & Gestão,Líder 44,2024-12-18,2024-12-31,2024-12-31,Concluído,75.42,7.06
2459,1620,497,Gente & Gestão,Líder 45,2024-11-20,2024-12-31,2024-12-13,Concluído,81.46,9.96
2460,1620,278,Gente & Gestão,Líder 32,2024-12-19,2024-12-31,2024-12-31,Concluído,80.87,8.33
2461,1621,317,Qualidade,Líder 5,2024-02-11,2024-05-11,,Cancelado,32.27,2.44
2462,1621,126,Qualidade,Líder 6,2023-09-23,2024-05-20,,Em Andamento,74.94,7.58
2463,1622,132,Marketing,Líder 39,2024-04-05,2024-10-02,,Cancelado,19.73,3.48
2464,1623,51,Comercial,Líder 11,2024-02-24,2024-07-23,2024-09-13,Concluído,74.32,9.4
2465,1624,43,Gente & Gestão,Líder 47,2024-11-27,2024-12-31,2024-12-04,Concluído,77.98,6.24
2466,1624,140,Gente & Gestão,Líder 38,2024-12-16,2024-12-31,,Em Andamento,58.29,6.98
2467,1624,376,Gente & Gestão,Líder 49,2024-12-10,2024-12-31,,Cancelado,5.27,3.48
2468,1625,71,Vendas,Líder 30,2023-03-09,2023-09-05,,Em Andamento,51.9,5.39
2469,1625,180,Vendas,Líder 31,2024-04-20,2024-11-16,,Em Andamento,40.28,5.8
2470,1625,21,Vendas,Líder 47,2023-09-19,2024-08-14,2024-06-23,Concluído,79.77,8.82
2471,1626,13,Qualidade,Líder 20,2024-08-30,2024-12-31,2024-12-27,Concluído,82.65,6.09
2472,1627,13,Atendimento,Líder 23,2024-11-03,2024-12-31,2024-12-24,Concluído,74.17,7.81
2473,1627,20,Atendimento,Líder 11,2023-09-25,2024-02-22,2024-03-08,Concluído,80.31,9.32
2474,1627,45,Atendimento,Líder 29,2023-08-12,2024-04-08,,Em Andamento,25.4,5.23
2475,1628,85,Produto,Líder 19,2024-03-22,2024-10-18,,Cancelado,21.12,5.79
2476,1629,287,Tecnologia,Líder 4,2024-03-08,2024-10-04,2024-11-02,Concluído,78.6,9.72
2477,1629,81,Tecnologia,Líder 32,2023-11-13,2024-06-10,2024-05-13,Concluído,99.28,7.7
2478,1630,300,Tecnologia,Líder 41,2023-12-29,2024-05-27,,Em Andamento,48.66,7.5
2479,1631,383,Inovação,Líder 44,2024-05-28,2024-12-31,,Em Andamento,57.78,5.61
2480,1632,448,Marketing,Líder 23,2024-04-10,2024-07-09,2024-06-26,Concluído,85.27,8.53
2481,1635,120,Financeiro,Líder 11,2024-10-19,2024-12-31,,Em Andamento,26.06,7.58
2482,1635,116,Financeiro,Líder 50,2024-07-01,2024-11-28,,Em Andamento,75.78,7.95
2483,1636,376,Financeiro,Líder 13,2024-08-06,2024-11-04,,Em Andamento,49.53,4.43
2484,1636,481,Financeiro,Líder 39,2023-07-24,2024-04-19,2024-04-20,Concluído,97.41,7.59
2485,1636,367,Financeiro,Líder 9,2024-07-14,2024-12-31,2024-07-19,Concluído,77.97,7.35
2486,1637,157,Comercial,Líder 22,2023-04-21,2023-09-18,2023-07-13,Concluído,98.98,6.82
2487,1638,38,Inovação,Líder 47,2023-07-11,2024-03-07,2024-02-19,Concluído,92.02,7.12
2488,1638,126,Inovação,Líder 2,2023-11-09,2024-08-05,2024-01-18,Concluído,96.13,9.38
2489,1638,21,Inovação,Líder 16,2023-02-01,2023-07-01,2023-08-08,Concluído,70.26,8.09
2490,1640,87,Inovação,Líder 25,2024-06-05,2024-12-31,2024-12-31,Concluído,89.74,9.06
2491,1640,101,Inovação,Líder 19,2024-11-25,2024-12-31,,Em Andamento,24.04,6.36
2492,1641,145,Tecnologia,Líder 10,2024-12-26,2024-12-31,,Em Andamento,68.92,5.17
2493,1641,293,Tecnologia,Líder 21,2024-12-20,2024-12-31,2024-12-31,Concluído,70.14,7.88
2494,1641,258,Tecnologia,Líder 42,2024-12-21,2024-12-31,2024-12-31,Concluído,81.07,6.13
2495,1642,39,Comercial,Líder 3,2024-10-24,2024-12-31,2024-12-22,Concluído,73.05,6.31
2496,1642,233,Comercial,Líder 14,2024-09-25,2024-12-31,2024-12-07,Concluído,77.17,8.86
2497,1644,348,Vendas,Líder 31,2024-06-11,2024-12-31,,Em Andamento,48.83,4.96
2498,1645,75,Comercial,Líder 26,2024-12-15,2024-12-31,2024-12-31,Concluído,86.19,6.41
2499,1645,227,Comercial,Líder 33,2024-11-02,2024-12-31,2024-12-31,Concluído,94.27,9.0
2500,1645,333,Comercial,Líder 40,2024-11-29,2024-12-31,,Cancelado,25.29,4.09
2501,1646,207,Atendimento,Líder 1,2023-04-26,2023-11-22,2023-10-30,Concluído,87.24,8.75
2502,1646,9,Atendimento,Líder 40,2023-12-12,2024-12-06,,Em Andamento,50.9,5.1
2503,1646,459,Atendimento,Líder 23,2024-06-16,2024-11-13,,Em Andamento,60.6,6.5
2504,1647,150,Atendimento,Líder 21,2024-05-09,2024-12-31,,Em Andamento,44.57,5.61
2505,1647,276,Atendimento,Líder 3,2023-10-17,2024-02-14,2023-12-16,Concluído,71.29,9.96
2506,1648,349,Qualidade,Líder 49,2024-12-01,2024-12-31,,Em Andamento,37.9,6.79
2507,1648,69,Qualidade,Líder 35,2024-07-27,2024-12-31,2024-11-30,Concluído,98.63,9.69
2508,1649,425,Tecnologia,Líder 28,2024-11-02,2024-12-31,2024-11-26,Concluído,94.67,7.96
2509,1650,415,Gente & Gestão,Líder 40,2024-12-06,2024-12-31,,Em Andamento,48.44,6.39
2510,1650,336,Gente & Gestão,Líder 18,2024-12-30,2024-12-31,2024-12-31,Concluído,90.43,8.49
2511,1650,29,Gente & Gestão,Líder 16,2024-12-10,2024-12-31,2024-12-26,Concluído,71.49,7.23
2512,1651,216,Atendimento,Líder 45,2023-06-13,2023-12-10,2023-08-01,Concluído,91.94,9.16
2513,1651,435,Atendimento,Líder 2,2024-06-10,2024-11-07,2024-06-12,Concluído,97.42,9.49
2514,1652,237,Produto,Líder 11,2024-10-04,2024-12-31,,Em Andamento,29.82,7.11
2515,1657,43,Financeiro,Líder 49,2024-09-02,2024-12-31,2024-12-21,Concluído,82.55,7.2
2516,1657,61,Financeiro,Líder 27,2023-05-30,2024-03-25,2023-10-29,Concluído,92.07,6.65
2517,1659,164,Vendas,Líder 44,2024-10-04,2024-12-31,,Cancelado,6.48,3.33
2518,1662,109,Financeiro,Líder 48,2024-12-05,2024-12-31,,Cancelado,8.93,4.75
2519,1663,346,Marketing,Líder 21,2024-12-05,2024-12-31,2024-12-17,Concluído,86.23,6.69
2520,1663,371,Marketing,Líder 43,2024-10-27,2024-12-31,2024-12-31,Concluído,73.0,6.41
2521,1663,329,Marketing,Líder 32,2024-09-23,2024-12-31,2024-12-31,Concluído,74.05,6.26
2522,1664,31,Tecnologia,Líder 31,2024-11-27,2024-12-31,,Em Andamento,56.69,6.35
2523,1664,84,Tecnologia,Líder 19,2024-12-06,2024-12-31,,Em Andamento,44.55,5.54
2524,1664,326,Tecnologia,Líder 35,2024-11-27,2024-12-31,,Em Andamento,44.11,4.22
2525,1665,450,Suporte,Líder 50,2023-11-01,2024-08-27,2024-02-04,Concluído,83.29,7.93
2526,1665,104,Suporte,Líder 20,2024-11-17,2024-12-31,2024-11-20,Concluído,82.18,6.89
2527,1665,353,Suporte,Líder 8,2022-12-29,2023-03-29,,Cancelado,32.66,2.96
2528,1666,207,Vendas,Líder 2,2024-10-04,2024-12-31,2024-10-04,Concluído,71.82,9.35
2529,1666,388,Vendas,Líder 8,2023-06-03,2023-10-31,2023-07-20,Concluído,80.03,9.09
2530,1666,277,Vendas,Líder 45,2024-01-24,2024-04-23,2024-04-30,Concluído,92.48,9.95
2531,1668,251,Gente & Gestão,Líder 29,2024-12-11,2024-12-31,,Cancelado,24.66,3.36
2532,1668,5,Gente & Gestão,Líder 46,2024-10-31,2024-12-31,2024-11-10,Concluído,79.77,6.67
2533,1668,291,Gente & Gestão,Líder 16,2024-10-30,2024-12-31,2024-11-03,Concluído,84.81,8.36
2534,1669,40,Inovação,Líder 14,2024-08-26,2024-11-24,,Em Andamento,49.08,5.56
2535,1669,381,Inovação,Líder 48,2024-12-02,2024-12-31,,Cancelado,6.01,4.12
2536,1670,4,Gente & Gestão,Líder 39,2023-02-22,2023-11-19,,Cancelado,31.08,2.94
2537,1671,300,Vendas,Líder 10,2024-04-22,2024-12-31,2024-06-12,Concluído,83.52,6.16
2538,1671,247,Vendas,Líder 25,2024-11-24,2024-12-31,,Em Andamento,55.24,6.92
2539,1672,321,Comercial,Líder 9,2024-01-16,2024-12-31,2024-09-22,Concluído,85.16,6.46
2540,1672,323,Comercial,Líder 23,2022-12-31,2023-04-30,2023-01-01,Concluído,92.26,6.84
2541,1674,26,Suporte,Líder 10,2023-10-16,2024-03-14,2024-01-17,Concluído,76.43,9.52
2542,1674,6,Suporte,Líder 40,2024-06-27,2024-12-31,2024-11-09,Concluído,81.35,9.55
2543,1675,476,Qualidade,Líder 28,2023-11-21,2024-02-19,2023-12-31,Concluído,80.48,8.81
2544,1676,235,Operações,Líder 19,2024-04-08,2024-09-05,2024-05-02,Concluído,75.15,6.64
2545,1676,244,Operações,Líder 47,2024-08-24,2024-12-31,2024-12-31,Concluído,90.08,7.01
2546,1678,214,Atendimento,Líder 28,2024-11-11,2024-12-31,2024-12-25,Concluído,83.69,9.56
2547,1678,254,Atendimento,Líder 20,2023-07-09,2023-10-07,2023-11-06,Concluído,79.58,8.03
2548,1679,128,Inovação,Líder 48,2024-06-18,2024-11-15,2024-11-06,Concluído,84.76,7.95
2549,1679,237,Inovação,Líder 1,2024-07-05,2024-10-03,2024-08-29,Concluído,81.65,9.43
2550,1679,94,Inovação,Líder 35,2024-11-14,2024-12-31,2024-12-31,Concluído,81.87,6.43
2551,1680,42,Produto,Líder 35,2024-11-02,2024-12-31,,Em Andamento,75.06,5.39
2552,1680,15,Produto,Líder 18,2024-10-31,2024-12-31,,Em Andamento,30.02,6.49
2553,1681,398,Comercial,Líder 35,2024-09-19,2024-12-31,2024-12-28,Concluído,74.2,6.58
2554,1681,469,Comercial,Líder 5,2023-10-09,2024-06-05,2024-07-18,Concluído,94.69,8.22
2555,1683,79,Produto,Líder 46,2024-07-18,2024-12-31,,Em Andamento,35.87,5.54
2556,1683,378,Produto,Líder 38,2024-11-22,2024-12-31,,Cancelado,5.84,2.44
2557,1683,285,Produto,Líder 26,2024-05-08,2024-12-04,2024-10-28,Concluído,97.7,8.18
2558,1684,240,Comercial,Líder 1,2023-05-25,2023-11-21,2023-12-02,Concluído,74.28,6.56
2559,1684,31,Comercial,Líder 41,2023-09-21,2024-01-19,,Em Andamento,78.95,5.63
2560,1686,157,Qualidade,Líder 49,2023-09-23,2024-01-21,2024-02-06,Concluído,90.98,9.46
2561,1687,309,Operações,Líder 15,2022-11-06,2023-06-04,,Cancelado,36.43,5.05
2562,1687,459,Operações,Líder 16,2022-12-05,2023-03-05,,Cancelado,38.31,3.48
2563,1687,206,Operações,Líder 34,2022-09-10,2023-01-08,2023-03-06,Concluído,84.19,9.3
2564,1688,275,Operações,Líder 9,2024-09-28,2024-12-31,2024-12-09,Concluído,90.21,7.04
2565,1688,69,Operações,Líder 45,2024-11-26,2024-12-31,2024-12-31,Concluído,91.85,8.6
2566,1688,80,Operações,Líder 50,2024-10-26,2024-12-31,2024-12-03,Concluído,85.72,8.8
2567,1689,352,Vendas,Líder 6,2024-10-01,2024-12-31,,Em Andamento,59.98,6.41
2568,1689,469,Vendas,Líder 47,2024-01-27,2024-05-26,2024-06-16,Concluído,92.6,9.37
2569,1690,28,Qualidade,Líder 29,2023-12-22,2024-04-20,2024-01-31,Concluído,82.7,8.56
2570,1690,484,Qualidade,Líder 42,2024-05-07,2024-12-31,2024-11-10,Concluído,89.07,8.96
2571,1690,457,Qualidade,Líder 2,2024-03-03,2024-12-31,,Em Andamento,67.28,4.56
2572,1691,408,Qualidade,Líder 49,2024-11-11,2024-12-31,2024-12-04,Concluído,90.85,7.52
2573,1691,394,Qualidade,Líder 30,2024-04-07,2024-09-04,2024-04-24,Concluído,92.41,7.82
2574,1691,369,Qualidade,Líder 6,2024-06-28,2024-09-26,2024-10-25,Concluído,82.81,7.92
2575,1692,219,Atendimento,Líder 47,2024-04-15,2024-07-14,,Cancelado,24.03,2.13
2576,1692,156,Atendimento,Líder 16,2024-09-23,2024-12-31,2024-12-14,Concluído,94.18,8.56
2577,1693,298,Financeiro,Líder 40,2024-10-12,2024-12-31,2024-11-20,Concluído,97.69,9.94
2578,1695,30,Operações,Líder 15,2023-05-17,2023-11-13,,Cancelado,15.92,5.57
2579,1696,245,Qualidade,Líder 11,2024-10-08,2024-12-31,2024-12-09,Concluído,75.92,9.56
2580,1696,138,Qualidade,Líder 49,2023-02-17,2024-02-12,2023-03-02,Concluído,92.09,7.99
2581,1696,279,Qualidade,Líder 11,2024-06-11,2024-12-31,,Cancelado,3.37,2.54
