ID,Funcionario_ID,Data_Pesquisa,NPS_Lideranca,Resultado_Pesquisa_Clima,Alertas_Comportamentais
3590,1113,2024-06-01,6,6.05,
3591,883,2024-06-01,8,9.11,
3592,2620,2024-06-01,0,6.67,
3593,1830,2024-06-01,2,7.98,
3594,1328,2024-06-01,10,7.42,
3595,1563,2024-06-01,2,9.1,
3596,148,2024-06-01,0,8.8,
3597,259,2024-06-01,5,7.22,
3598,2957,2024-06-01,2,5.15,
3599,2869,2024-06-01,5,7.12,
3600,973,2024-06-01,10,7.33,
3601,1655,2024-06-01,7,7.07,Desmotivação observada
3602,1369,2024-06-01,0,7.07,
3603,2953,2024-06-01,8,7.11,
3604,428,2024-06-01,5,8.17,
3605,2602,2024-06-01,5,6.37,Baixa participação em reuniões
3606,579,2024-06-01,4,7.77,
3607,767,2024-06-01,1,8.72,
3608,2497,2024-06-01,1,8.45,Baixa participação em reuniões
3609,630,2024-06-01,9,5.73,
3610,1591,2024-06-01,5,8.36,Baixa participação em reuniões
3611,821,2024-06-01,9,6.11,
3612,2820,2024-06-01,10,6.22,
3613,48,2024-06-01,0,8.22,
3614,829,2024-06-01,9,7.79,
3615,367,2024-06-01,6,5.39,Desmotivação observada
3616,611,2024-06-01,6,6.31,Falta de comunicação
3617,2216,2024-06-01,8,7.13,
3618,1923,2024-06-01,10,6.14,
3619,2330,2024-06-01,0,8.9,
3620,843,2024-06-01,7,9.14,
3621,1086,2024-06-01,7,7.6,
3622,400,2024-06-01,3,5.46,
3623,2074,2024-06-01,9,5.75,
3624,1749,2024-06-01,4,9.45,
3625,84,2024-06-01,10,8.11,
3626,412,2024-06-01,3,7.56,
3627,2597,2024-06-01,8,6.55,
3628,142,2024-06-01,3,6.49,Baixa participação em reuniões
3629,2,2024-06-01,3,6.63,
3630,1958,2024-06-01,5,7.31,
3631,1182,2024-06-01,9,8.17,
3632,756,2024-06-01,1,6.91,
3633,2904,2024-06-01,2,6.67,
3634,986,2024-06-01,7,8.54,
3635,1474,2024-06-01,5,7.78,
3636,1340,2024-06-01,1,8.07,
3637,2203,2024-06-01,10,7.4,
3638,376,2024-06-01,2,7.11,
3639,1423,2024-06-01,6,7.04,
3640,876,2024-06-01,5,6.63,
3641,1857,2024-06-01,10,8.38,
3642,2312,2024-06-01,4,5.37,
3643,1658,2024-06-01,7,8.67,
3644,1067,2024-06-01,10,8.21,
3645,1046,2024-06-01,10,7.98,
3646,641,2024-06-01,3,8.88,
3647,250,2024-06-01,3,7.95,Baixa participação em reuniões
3648,2675,2024-06-01,2,6.98,
3649,1782,2024-06-01,3,5.04,
3650,1679,2024-06-01,2,9.07,
3651,1919,2024-06-01,0,8.88,
3652,525,2024-06-01,10,9.22,
3653,1831,2024-06-01,1,5.36,
3654,2450,2024-06-01,8,9.1,
3655,1888,2024-06-01,9,6.11,
3656,2687,2024-06-01,3,8.17,Conflitos interpessoais
3657,1930,2024-06-01,8,7.0,
3658,2070,2024-06-01,7,9.43,
3659,2651,2024-06-01,8,8.21,
3660,2662,2024-06-01,5,8.33,
3661,1084,2024-06-01,1,8.02,
3662,2884,2024-06-01,7,8.13,Isolamento da equipe
3663,812,2024-06-01,0,7.64,
3664,1667,2024-06-01,3,5.08,
3665,512,2024-06-01,9,7.09,
3666,894,2024-06-01,8,8.51,
3667,863,2024-06-01,0,9.43,
3668,477,2024-06-01,2,9.28,
3669,267,2024-06-01,5,6.68,
3670,392,2024-06-01,10,7.98,
3671,1360,2024-06-01,2,7.54,
3672,723,2024-06-01,2,8.59,
3673,1728,2024-06-01,3,5.8,
3674,327,2024-06-01,7,5.89,
3675,93,2024-06-01,3,8.88,
3676,2050,2024-06-01,6,7.7,
3677,1905,2024-06-01,1,7.76,
3678,1596,2024-06-01,8,7.76,
3679,1809,2024-06-01,3,7.17,
3680,1549,2024-06-01,1,5.91,
3681,574,2024-06-01,6,7.73,
3682,1961,2024-06-01,2,9.1,Isolamento da equipe
3683,2572,2024-06-01,1,5.86,
3684,2444,2024-06-01,0,8.51,
3685,2454,2024-06-01,5,7.02,Desmotivação observada
3686,1442,2024-06-01,3,5.83,
3687,2723,2024-06-01,4,7.66,
3688,1945,2024-06-01,5,5.58,
3689,1392,2024-06-01,3,9.17,Conflitos interpessoais
3690,2963,2024-06-01,6,6.34,
3691,1101,2024-06-01,9,6.64,
3692,2132,2024-06-01,7,8.63,Conflitos interpessoais
3693,954,2024-06-01,2,7.53,
3694,1309,2024-06-01,4,5.98,
3695,1506,2024-06-01,7,5.53,
3696,2105,2024-06-01,4,6.33,
3697,422,2024-06-01,2,5.96,
3698,226,2024-06-01,2,9.12,
3699,1748,2024-06-01,9,8.8,
3700,499,2024-06-01,6,6.13,
3701,2532,2024-06-01,6,7.32,
3702,2999,2024-06-01,7,9.28,
3703,853,2024-06-01,5,8.38,
3704,1719,2024-06-01,5,8.37,
3705,2149,2024-06-01,10,8.87,
3706,1349,2024-06-01,5,8.05,
3707,1815,2024-06-01,5,8.02,
3708,193,2024-06-01,4,8.31,
3709,2668,2024-06-01,6,7.73,
3710,189,2024-06-01,4,8.8,
3711,363,2024-06-01,7,8.33,
3712,1698,2024-06-01,6,8.98,Desmotivação observada
3713,2147,2024-06-01,0,5.97,
3714,900,2024-06-01,2,8.15,
3715,2831,2024-06-01,0,6.35,
3716,1204,2024-06-01,1,9.3,
3717,861,2024-06-01,10,8.3,
3718,1441,2024-06-01,5,5.91,
3719,1311,2024-06-01,8,7.53,
3720,136,2024-06-01,3,7.74,
3721,2096,2024-06-01,5,8.03,
3722,17,2024-06-01,5,7.55,
3723,2647,2024-06-01,1,5.01,
3724,1021,2024-06-01,3,7.35,
3725,1573,2024-06-01,10,7.87,
3726,2389,2024-06-01,6,8.99,
3727,2897,2024-06-01,7,8.36,Isolamento da equipe
3728,2845,2024-06-01,0,9.2,
3729,2439,2024-06-01,2,9.14,
3730,2905,2024-06-01,8,5.42,
3731,733,2024-06-01,6,8.55,
3732,2706,2024-06-01,9,6.19,
3733,2128,2024-06-01,2,8.28,
3734,2827,2024-06-01,10,5.01,
3735,2900,2024-06-01,7,5.88,
3736,2734,2024-06-01,6,6.01,
3737,2370,2024-06-01,6,6.51,Desmotivação observada
3738,1582,2024-06-01,8,8.62,
3739,2301,2024-06-01,10,6.96,
3740,2646,2024-06-01,4,9.0,
3741,116,2024-06-01,1,7.66,
3742,2449,2024-06-01,4,6.13,
3743,1116,2024-06-01,3,6.42,
3744,1918,2024-06-01,3,7.01,
3745,2704,2024-06-01,2,5.7,
3746,1565,2024-06-01,0,7.77,
3747,740,2024-06-01,6,7.2,
3748,2472,2024-06-01,3,7.7,
3749,228,2024-06-01,5,7.59,
3750,2099,2024-06-01,3,7.63,
3751,974,2024-06-01,3,5.84,
3752,1300,2024-06-01,1,6.21,
3753,90,2024-06-01,5,8.27,
3754,950,2024-06-01,10,7.87,
3755,1621,2024-06-01,0,7.17,
3756,1460,2024-06-01,3,5.84,
3757,2622,2024-06-01,2,6.58,
3758,2409,2024-06-01,2,8.87,
3759,2601,2024-06-01,6,7.31,
3760,926,2024-06-01,3,5.53,
3761,2865,2024-06-01,1,9.43,
3762,1702,2024-06-01,10,5.62,
3763,882,2024-06-01,4,9.22,
3764,1700,2024-06-01,5,9.15,
3765,1882,2024-06-01,9,5.3,
3766,396,2024-06-01,1,9.27,
3767,2744,2024-06-01,1,9.46,
3768,1892,2024-06-01,6,6.17,
3769,2346,2024-06-01,7,7.89,
3770,360,2024-06-01,7,6.18,
3771,2464,2024-06-01,1,7.52,
3772,713,2024-06-01,1,9.43,
3773,541,2024-06-01,8,7.49,
3774,1522,2024-06-01,10,5.41,
3775,595,2024-06-01,9,7.62,
3776,170,2024-06-01,9,6.29,
3777,455,2024-06-01,7,5.73,Isolamento da equipe
3778,42,2024-06-01,1,7.99,
3779,1266,2024-06-01,1,7.64,
3780,2112,2024-06-01,0,5.96,
3781,2853,2024-06-01,3,7.66,
3782,527,2024-06-01,2,5.78,
3783,354,2024-06-01,8,6.61,
3784,120,2024-06-01,4,6.24,
3785,1144,2024-06-01,7,8.61,
3786,1019,2024-06-01,7,5.65,
3787,1193,2024-06-01,7,7.83,
3788,1364,2024-06-01,2,8.91,
3789,423,2024-06-01,7,6.47,
3790,1824,2024-06-01,3,8.31,
3791,2846,2024-06-01,5,9.22,
3792,1279,2024-06-01,0,9.4,
3793,194,2024-06-01,9,6.4,
3794,2331,2024-06-01,6,6.09,
3795,2774,2024-06-01,3,8.64,
3796,484,2024-06-01,9,8.13,
3797,1614,2024-06-01,2,7.98,
3798,1982,2024-06-01,7,7.25,
3799,1493,2024-06-01,3,7.8,
3800,1802,2024-06-01,9,7.86,
3801,2365,2024-06-01,10,7.27,
3802,1837,2024-06-01,8,5.29,
3803,231,2024-06-01,7,8.07,Desmotivação observada
3804,1407,2024-06-01,9,7.94,
3805,1884,2024-06-01,2,7.72,
3806,2168,2024-06-01,1,6.82,
3807,669,2024-06-01,9,6.13,
3808,945,2024-06-01,9,5.39,
3809,2249,2024-06-01,2,8.3,
3810,213,2024-06-01,9,7.71,
3811,1973,2024-06-01,9,5.19,
3812,990,2024-06-01,0,5.99,
3813,180,2024-06-01,0,7.22,
3814,898,2024-06-01,1,7.01,
3815,2044,2024-06-01,6,7.79,
3816,2986,2024-06-01,3,5.66,
3817,1489,2024-06-01,4,5.36,
3818,2448,2024-06-01,3,8.61,
3819,2721,2024-06-01,8,6.36,
3820,832,2024-06-01,1,6.26,
3821,1968,2024-06-01,5,8.65,
3822,1960,2024-06-01,1,7.81,Falta de comunicação
3823,2418,2024-06-01,10,9.43,
3824,1406,2024-06-01,3,5.47,
3825,1410,2024-06-01,6,8.71,
3826,776,2024-06-01,1,6.58,
3827,880,2024-06-01,1,5.89,Desmotivação observada
3828,1878,2024-06-01,7,7.89,
3829,1322,2024-06-01,10,7.47,
3830,2911,2024-06-01,0,7.71,
3831,2906,2024-06-01,5,6.07,
3832,2767,2024-06-01,8,5.22,
3833,1773,2024-06-01,8,6.59,
3834,1841,2024-06-01,5,6.52,
3835,2525,2024-06-01,1,9.34,
3836,256,2024-06-01,10,6.71,
3837,1132,2024-06-01,6,7.53,
3838,888,2024-06-01,1,6.32,
3839,2535,2024-06-01,6,9.24,
3840,2194,2024-06-01,7,8.37,Falta de comunicação
3841,1016,2024-06-01,10,7.13,
3842,1981,2024-06-01,6,8.36,
3843,2118,2024-06-01,5,6.33,
3844,2719,2024-06-01,10,8.37,
3845,1911,2024-06-01,3,5.5,
3846,1646,2024-06-01,10,5.6,
3847,2998,2024-06-01,9,6.32,
3848,2812,2024-06-01,10,8.4,
3849,870,2024-06-01,2,6.87,
3850,460,2024-06-01,1,7.06,
3851,726,2024-06-01,6,7.07,
3852,2250,2024-06-01,8,7.77,
3853,358,2024-06-01,2,8.63,
3854,1984,2024-06-01,2,7.66,Desmotivação observada
3855,1601,2024-06-01,3,5.14,
3856,1685,2024-06-01,3,7.21,
3857,113,2024-06-01,9,6.52,Conflitos interpessoais
3858,766,2024-06-01,2,7.83,
3859,364,2024-06-01,5,6.64,
3860,1413,2024-06-01,7,8.6,
3861,1025,2024-06-01,5,7.18,
3862,1093,2024-06-01,4,9.43,
3863,2266,2024-06-01,0,8.3,
3864,2895,2024-06-01,7,6.36,
3865,290,2024-06-01,9,5.98,
3866,465,2024-06-01,5,5.49,
3867,1766,2024-06-01,9,8.26,
3868,2863,2024-06-01,3,6.63,
3869,131,2024-06-01,1,5.14,
3870,2371,2024-06-01,0,8.25,
3871,917,2024-06-01,5,5.97,
3872,1007,2024-06-01,1,5.55,
3873,1725,2024-06-01,2,8.4,Conflitos interpessoais
3874,2671,2024-06-01,10,6.38,
3875,2144,2024-06-01,4,7.25,Conflitos interpessoais
3876,2925,2024-06-01,5,7.1,Falta de comunicação
3877,2942,2024-06-01,3,5.92,
3878,1035,2024-06-01,10,8.34,Conflitos interpessoais
3879,419,2024-06-01,5,5.0,Baixa participação em reuniões
3880,132,2024-06-01,9,5.84,
3881,1625,2024-06-01,3,7.6,
3882,2886,2024-06-01,6,7.82,
3883,315,2024-06-01,10,7.11,
3884,2391,2024-06-01,7,7.37,
3885,2984,2024-06-01,7,7.13,
3886,2531,2024-06-01,1,6.59,
3887,114,2024-06-01,2,6.31,
3888,1575,2024-06-01,4,7.93,
3889,2803,2024-06-01,10,8.18,
3890,952,2024-06-01,5,7.92,Conflitos interpessoais
3891,2934,2024-06-01,3,8.08,
3892,720,2024-06-01,10,6.35,Desmotivação observada
3893,1241,2024-06-01,7,8.46,
3894,2555,2024-06-01,4,8.61,
3895,128,2024-06-01,6,5.02,
3896,1901,2024-06-01,10,6.14,
3897,681,2024-06-01,3,9.5,
3898,1606,2024-06-01,7,5.83,
3899,1528,2024-06-01,8,9.31,
3900,2267,2024-06-01,5,5.96,
3901,158,2024-06-01,2,5.66,
3902,1201,2024-06-01,9,8.56,
3903,2402,2024-06-01,2,8.03,
3904,2055,2024-06-01,4,8.19,
3905,1061,2024-06-01,2,7.54,
3906,1751,2024-06-01,0,5.22,
3907,1471,2024-06-01,4,6.74,
3908,425,2024-06-01,9,6.43,
3909,1589,2024-06-01,8,8.22,
3910,2314,2024-06-01,0,6.22,
3911,2350,2024-06-01,5,5.19,
3912,109,2024-06-01,8,7.47,Desmotivação observada
3913,7,2024-06-01,3,6.13,
3914,751,2024-06-01,7,6.46,
3915,2213,2024-06-01,2,7.74,
3916,516,2024-06-01,4,5.47,
3917,2090,2024-06-01,0,5.43,
3918,2344,2024-06-01,2,8.35,Desmotivação observada
3919,2856,2024-06-01,5,6.09,
3920,937,2024-06-01,3,5.67,
3921,2141,2024-06-01,10,5.29,
3922,44,2024-06-01,6,9.23,
3923,648,2024-06-01,0,9.01,
3924,2414,2024-06-01,1,6.4,
3925,143,2024-06-01,3,9.46,
3926,202,2024-06-01,8,5.01,
3927,2292,2024-06-01,1,9.35,
3928,1112,2024-06-01,1,6.84,
3929,1720,2024-06-01,10,7.42,
3930,946,2024-06-01,2,9.41,
3931,778,2024-06-01,1,7.1,
3932,1941,2024-06-01,7,5.29,
3933,1218,2024-06-01,1,6.68,
3934,2139,2024-06-01,1,6.32,Baixa participação em reuniões
3935,2046,2024-06-01,5,5.79,
3936,1153,2024-06-01,1,7.66,
3937,2624,2024-06-01,0,7.25,
3938,264,2024-06-01,8,7.68,
3939,1467,2024-06-01,0,8.0,
3940,1143,2024-06-01,7,9.04,
3941,615,2024-06-01,6,5.02,
3942,502,2024-06-01,3,5.12,
3943,2056,2024-06-01,6,5.45,Baixa participação em reuniões
3944,2703,2024-06-01,10,8.22,Falta de comunicação
3945,2452,2024-06-01,5,9.43,
3946,1079,2024-06-01,4,7.66,
3947,1790,2024-06-01,1,7.28,
3948,2842,2024-06-01,0,9.49,
3949,2843,2024-06-01,4,8.45,Falta de comunicação
3950,2923,2024-06-01,2,5.15,
3951,2546,2024-06-01,4,6.61,
3952,1684,2024-06-01,0,7.15,
3953,509,2024-06-01,10,6.73,
3954,2487,2024-06-01,9,8.89,Falta de comunicação
3955,149,2024-06-01,10,5.58,
3956,635,2024-06-01,1,7.78,
3957,493,2024-06-01,3,7.12,
3958,893,2024-06-01,2,6.15,Isolamento da equipe
3959,302,2024-06-01,7,9.01,
3960,1083,2024-06-01,1,5.8,
3961,2499,2024-06-01,2,7.89,
3962,1538,2024-06-01,8,7.78,
3963,1515,2024-06-01,1,7.35,
3964,1914,2024-06-01,8,5.22,
3965,1072,2024-06-01,2,5.39,
3966,356,2024-06-01,7,8.6,
3967,1634,2024-06-01,8,5.47,
3968,2053,2024-06-01,0,5.89,
3969,2740,2024-06-01,9,6.86,
3970,1539,2024-06-01,10,8.42,
3971,2483,2024-06-01,4,7.94,
3972,38,2024-06-01,8,6.95,
3973,1196,2024-06-01,10,9.07,
3974,1690,2024-06-01,3,5.07,
3975,1440,2024-06-01,6,5.68,
3976,2951,2024-06-01,9,7.31,
3977,1048,2024-06-01,2,8.02,
3978,868,2024-06-01,5,8.65,
3979,2477,2024-06-01,6,6.24,
3980,105,2024-06-01,2,5.2,
3981,2941,2024-06-01,0,5.52,
3982,598,2024-06-01,6,5.18,
3983,1190,2024-06-01,2,5.87,
3984,1612,2024-06-01,10,6.42,
3985,449,2024-06-01,3,6.06,
3986,1240,2024-06-01,7,7.94,
3987,1175,2024-06-01,8,6.79,
3988,2966,2024-06-01,1,5.69,
3989,1861,2024-06-01,3,8.72,
3990,2062,2024-06-01,4,6.81,
3991,2443,2024-06-01,6,8.18,
3992,2064,2024-06-01,5,7.27,
3993,2561,2024-06-01,1,7.38,
3994,2133,2024-06-01,10,9.45,
3995,1391,2024-06-01,6,6.11,
3996,2615,2024-06-01,1,6.12,
3997,763,2024-06-01,0,8.96,
3998,2287,2024-06-01,8,9.16,
3999,1194,2024-06-01,5,7.25,
4000,40,2024-06-01,3,6.55,
4001,1880,2024-06-01,8,8.17,
4002,1666,2024-06-01,10,5.35,
4003,1858,2024-06-01,7,7.32,
4004,2279,2024-06-01,3,7.49,Isolamento da equipe
4005,362,2024-06-01,7,9.16,
4006,1248,2024-06-01,8,7.42,
4007,810,2024-06-01,8,8.1,
4008,1242,2024-06-01,3,8.63,
4009,80,2024-06-01,2,8.54,
4010,1416,2024-06-01,5,6.88,
4011,2619,2024-06-01,8,9.24,
4012,1644,2024-06-01,8,6.25,
4013,2092,2024-06-01,5,9.26,
4014,1972,2024-06-01,8,8.94,
4015,1948,2024-06-01,8,7.22,
4016,2514,2024-06-01,5,8.1,
4017,626,2024-06-01,1,5.49,
4018,1886,2024-06-01,0,7.13,
4019,4,2024-06-01,2,5.24,
4020,1235,2024-06-01,3,9.33,
4021,1820,2024-06-01,2,6.75,Conflitos interpessoais
4022,719,2024-06-01,6,6.6,Desmotivação observada
4023,582,2024-06-01,4,7.13,
4024,1472,2024-06-01,8,6.2,
4025,2218,2024-06-01,6,6.73,
4026,2633,2024-06-01,7,8.74,
4027,310,2024-06-01,4,5.91,
4028,588,2024-06-01,6,8.6,
4029,1517,2024-06-01,7,5.31,Conflitos interpessoais
4030,1288,2024-06-01,5,6.05,
4031,845,2024-06-01,4,8.29,
4032,1947,2024-06-01,5,7.83,
4033,1630,2024-06-01,0,5.94,
4034,313,2024-06-01,5,5.97,
4035,232,2024-06-01,4,8.46,
4036,762,2024-06-01,10,6.24,
4037,2610,2024-06-01,4,5.89,
4038,1167,2024-06-01,10,6.62,
4039,1427,2024-06-01,3,6.4,
4040,2861,2024-06-01,8,9.29,
4041,809,2024-06-01,5,8.88,
4042,1511,2024-06-01,10,7.87,
4043,2246,2024-06-01,8,8.6,
4044,819,2024-06-01,4,8.27,Desmotivação observada
4045,991,2024-06-01,3,6.37,
4046,534,2024-06-01,7,8.65,
4047,2103,2024-06-01,6,6.94,
4048,1077,2024-06-01,6,6.27,
4049,1445,2024-06-01,8,6.29,
4050,2120,2024-06-01,8,7.89,
4051,684,2024-06-01,7,8.13,
4052,295,2024-06-01,9,8.6,
4053,397,2024-06-01,0,9.22,
4054,1108,2024-06-01,0,5.21,
4055,1319,2024-06-01,0,8.75,
4056,330,2024-06-01,3,8.33,
4057,1280,2024-06-01,9,9.01,
4058,331,2024-06-01,1,6.67,
4059,838,2024-06-01,0,5.87,
4060,1345,2024-06-01,10,8.55,
4061,797,2024-06-01,3,7.59,
4062,1424,2024-06-01,4,7.07,
4063,498,2024-06-01,5,8.31,
4064,2383,2024-06-01,9,7.8,
4065,2082,2024-06-01,1,6.18,
4066,612,2024-06-01,9,7.64,
4067,1022,2024-06-01,5,7.42,
4068,2486,2024-06-01,3,7.24,
4069,542,2024-06-01,7,7.57,
4070,1707,2024-06-01,6,8.53,
4071,1117,2024-06-01,6,6.07,
4072,2282,2024-06-01,10,6.53,
4073,1476,2024-06-01,0,6.7,
4074,1253,2024-06-01,8,5.87,Desmotivação observada
4075,1150,2024-06-01,4,9.0,
4076,1226,2024-06-01,5,8.43,
4077,1310,2024-06-01,1,6.39,
4078,2291,2024-06-01,9,6.17,
4079,252,2024-06-01,8,5.06,
4080,2950,2024-06-01,0,5.42,
4081,2700,2024-06-01,1,6.62,Isolamento da equipe
4082,1238,2024-06-01,1,8.41,
4083,308,2024-06-01,10,7.76,
4084,2054,2024-06-01,0,9.21,
4085,2337,2024-06-01,9,9.0,
4086,775,2024-06-01,3,6.64,
4087,2107,2024-06-01,9,6.31,
4088,2874,2024-06-01,8,7.31,
4089,1594,2024-06-01,2,8.86,
4090,394,2024-06-01,5,9.23,
4091,1887,2024-06-01,2,8.98,
4092,2172,2024-06-01,2,7.91,
4093,1276,2024-06-01,1,6.05,Conflitos interpessoais
4094,1957,2024-06-01,0,7.13,
4095,2836,2024-06-01,2,9.35,
4096,54,2024-06-01,10,7.14,
4097,895,2024-06-01,4,6.93,
4098,2467,2024-06-01,7,8.0,
4099,369,2024-06-01,0,5.67,
4100,1362,2024-06-01,7,6.09,
4101,573,2024-06-01,0,8.03,
4102,1985,2024-06-01,1,8.14,
4103,2539,2024-06-01,6,9.36,
4104,2724,2024-06-01,6,8.91,
4105,1520,2024-06-01,1,8.81,Baixa participação em reuniões
4106,1731,2024-06-01,2,6.26,
4107,2694,2024-06-01,7,9.02,Desmotivação observada
4108,2189,2024-06-01,1,5.92,
4109,1005,2024-06-01,0,8.66,
4110,307,2024-06-01,6,8.09,
4111,901,2024-06-01,0,6.91,
4112,1231,2024-06-01,10,9.35,
4113,1382,2024-06-01,6,8.99,
4114,355,2024-06-01,3,5.79,
4115,467,2024-06-01,7,9.3,Baixa participação em reuniões
4116,1334,2024-06-01,5,5.2,
4117,2696,2024-06-01,10,5.84,
4118,2460,2024-06-01,4,5.73,
4119,479,2024-06-01,3,7.66,
4120,2508,2024-06-01,3,8.74,
4121,99,2024-06-01,3,9.14,Baixa participação em reuniões
4122,2275,2024-06-01,4,5.0,
4123,1299,2024-06-01,4,9.38,
4124,66,2024-06-01,3,7.73,
4125,2474,2024-06-01,4,9.12,
4126,931,2024-06-01,5,6.06,
4127,1791,2024-06-01,2,8.31,
4128,951,2024-06-01,7,8.79,
4129,2654,2024-06-01,0,9.3,
4130,1701,2024-06-01,4,8.6,
4131,800,2024-06-01,1,5.74,Desmotivação observada
4132,507,2024-06-01,10,8.75,
4133,2873,2024-06-01,4,9.34,
4134,1152,2024-06-01,4,9.13,
4135,1775,2024-06-01,1,6.55,
4136,2688,2024-06-01,2,6.76,
4137,510,2024-06-01,1,7.36,
4138,1347,2024-06-01,0,5.68,
4139,2323,2024-06-01,9,9.34,
4140,2857,2024-06-01,0,9.18,
4141,2038,2024-06-01,0,8.45,
4142,1761,2024-06-01,10,5.69,
4143,2946,2024-06-01,4,6.79,
4144,2612,2024-06-01,7,6.07,
4145,2569,2024-06-01,4,5.35,
4146,2466,2024-06-01,10,7.36,
4147,2540,2024-06-01,6,7.23,
4148,610,2024-06-01,8,7.16,
4149,850,2024-06-01,7,5.36,
4150,589,2024-06-01,1,5.62,
4151,1040,2024-06-01,6,7.43,
4152,1745,2024-06-01,8,9.31,
4153,808,2024-06-01,6,6.69,
4154,293,2024-06-01,6,8.42,
4155,2039,2024-06-01,9,9.4,
4156,2434,2024-06-01,7,5.23,
4157,2442,2024-06-01,4,9.04,
4158,2683,2024-06-01,1,9.33,
4159,2666,2024-06-01,8,9.5,Baixa participação em reuniões
4160,1920,2024-06-01,0,6.11,
4161,2461,2024-06-01,3,8.7,
4162,2733,2024-06-01,8,7.06,
4163,1207,2024-06-01,0,7.5,
4164,2799,2024-06-01,4,6.14,
4165,965,2024-06-01,3,5.66,
4166,2504,2024-06-01,3,8.1,
4167,1258,2024-06-01,4,8.35,
4168,556,2024-06-01,5,7.29,
4169,609,2024-06-01,2,8.27,
4170,2523,2024-06-01,4,8.01,Desmotivação observada
4171,2438,2024-06-01,2,5.93,
4172,2320,2024-06-01,7,6.79,
4173,1232,2024-06-01,9,8.79,Baixa participação em reuniões
4174,930,2024-06-01,1,5.16,
4175,994,2024-06-01,5,8.76,
4176,1252,2024-06-01,3,6.71,
4177,2713,2024-06-01,10,6.65,
4178,1558,2024-06-01,5,5.35,
4179,1431,2024-06-01,7,9.15,
4180,2215,2024-06-01,9,5.19,
4181,2052,2024-06-01,3,6.58,
4182,517,2024-06-01,2,9.0,
4183,2097,2024-06-01,9,5.38,
4184,817,2024-06-01,10,5.09,
4185,1044,2024-06-01,3,5.57,
4186,1798,2024-06-01,2,8.05,Desmotivação observada
4187,2028,2024-06-01,0,6.61,Baixa participação em reuniões
4188,2958,2024-06-01,3,5.81,Falta de comunicação
4189,1724,2024-06-01,6,9.34,
4190,1672,2024-06-01,2,8.06,
4191,1874,2024-06-01,0,6.78,
4192,753,2024-06-01,8,6.13,
4193,117,2024-06-01,5,6.67,
4194,1255,2024-06-01,9,8.59,
4195,673,2024-06-01,6,9.34,
4196,2000,2024-06-01,9,6.51,
4197,1674,2024-06-01,5,8.72,
4198,2311,2024-06-01,3,7.48,
4199,1622,2024-06-01,2,5.6,
4200,1105,2024-06-01,6,7.57,
4201,877,2024-06-01,6,6.71,
4202,2159,2024-06-01,2,7.78,
4203,920,2024-06-01,1,5.0,
4204,614,2024-06-01,10,7.37,
4205,2111,2024-06-01,1,5.03,
4206,1446,2024-06-01,6,5.54,
4207,1139,2024-06-01,2,7.02,
4208,1087,2024-06-01,5,9.05,
4209,1050,2024-06-01,1,5.19,
4210,2896,2024-06-01,4,6.62,
4211,2990,2024-06-01,3,9.3,
4212,1260,2024-06-01,4,9.31,
4213,444,2024-06-01,7,7.52,
4214,379,2024-06-01,7,8.0,
4215,2605,2024-06-01,4,8.39,
4216,1929,2024-06-01,4,8.39,
4217,2538,2024-06-01,8,8.08,
4218,2185,2024-06-01,4,7.09,
4219,1122,2024-06-01,3,8.75,
4220,1414,2024-06-01,7,5.57,
4221,2171,2024-06-01,10,8.83,
4222,1827,2024-06-01,0,6.74,
4223,1107,2024-06-01,0,6.5,Baixa participação em reuniões
4224,151,2024-06-01,0,9.4,
4225,873,2024-06-01,10,6.07,
4226,1699,2024-06-01,4,8.5,
4227,2743,2024-06-01,5,7.52,
4228,2193,2024-06-01,10,6.72,
4229,968,2024-06-01,0,8.47,Falta de comunicação
4230,2121,2024-06-01,1,5.75,
4231,103,2024-06-01,6,8.8,Isolamento da equipe
4232,2167,2024-06-01,0,6.58,
4233,2125,2024-06-01,3,8.47,
4234,408,2024-06-01,1,7.38,
4235,813,2024-06-01,3,6.22,
4236,1618,2024-06-01,6,5.97,
4237,2106,2024-06-01,8,6.91,
4238,1909,2024-06-01,0,7.24,
4239,348,2024-06-01,0,7.71,
4240,2319,2024-06-01,10,6.8,
4241,2777,2024-06-01,3,5.26,
4242,1124,2024-06-01,8,7.25,
4243,2127,2024-06-01,10,8.78,
4244,1975,2024-06-01,10,8.19,
4245,2358,2024-06-01,4,7.18,
4246,68,2024-06-01,6,7.13,
4247,2138,2024-06-01,4,5.29,
4248,2248,2024-06-01,1,6.07,
4249,660,2024-06-01,0,6.2,
4250,183,2024-06-01,2,9.14,
4251,1047,2024-06-01,7,5.06,Falta de comunicação
4252,1587,2024-06-01,0,8.61,
4253,2527,2024-06-01,4,9.39,
4254,2253,2024-06-01,0,6.46,
4255,161,2024-06-01,0,5.12,
4256,246,2024-06-01,3,6.49,
4257,2742,2024-06-01,2,7.79,
4258,32,2024-06-01,6,6.82,
4259,680,2024-06-01,8,6.02,
4260,2772,2024-06-01,4,9.42,
4261,306,2024-06-01,0,6.28,
4262,2747,2024-06-01,1,7.33,
4263,431,2024-06-01,9,7.09,
4264,2051,2024-06-01,9,5.24,
4265,2830,2024-06-01,4,7.11,
4266,1026,2024-06-01,3,9.31,
4267,1772,2024-06-01,7,8.3,
4268,181,2024-06-01,9,6.35,
