ID,Funcionario_ID,Treinamento_ID,Nome_Treinamento,Data_Inicio,Data_Conclusao,Horas_Capacitacao,Aderencia_Plano_Educacional,Avaliacao_Eficacia,Status
5865,1469,26,Product Management,2023-08-04,2024-05-17,4.19,97.34,8.66,Concluído
5866,1469,54,Design Thinking,2023-12-28,2024-02-15,35.23,62.19,8.58,Concluído
5867,1469,6,Design Thinking,2024-01-12,2024-04-30,30.62,72.66,8.96,Concluído
5868,1469,7,Python Avançado,2023-11-15,2024-01-25,5.69,95.18,8.4,Concluído
5869,1469,5,Product Management,2024-07-24,,3.77,12.02,,Em Andamento
5870,1469,99,Python Avançado,2024-01-05,2024-03-04,13.94,83.79,6.58,Concluído
5871,1469,77,DevOps e CI/CD,2024-11-23,,4.76,5.37,,Cancelado
5872,1469,20,Customer Success,2024-06-05,,9.43,7.63,,Em Andamento
5873,1470,88,Vendas Consultivas,2024-05-15,2024-06-27,36.6,86.84,6.47,Concluído
5874,1470,76,JavaScript Moderno,2024-03-21,2024-12-02,31.97,87.23,7.62,Concluído
5875,1471,14,Machine Learning,2024-02-29,2024-06-24,17.49,97.19,8.58,Concluído
5876,1471,20,JavaScript Moderno,2024-04-11,2024-12-04,8.93,98.82,9.78,Concluído
5877,1472,66,Agile/Scrum,2023-11-10,2024-01-29,22.81,98.56,6.66,Concluído
5878,1472,84,Data Analytics,2024-01-22,2024-09-11,20.72,70.71,7.19,Concluído
5879,1472,95,JavaScript Moderno,2023-12-05,2024-04-16,12.87,97.79,6.75,Concluído
5880,1472,46,Negociação,2023-10-10,2024-10-15,16.57,63.11,8.66,Concluído
5881,1472,90,Oratória,2024-12-13,2024-12-14,21.12,85.19,6.63,Concluído
5882,1472,30,Design Thinking,2023-07-31,2024-01-27,24.29,71.32,6.88,Concluído
5883,1472,10,Data Analytics,2023-08-06,2024-04-22,6.7,62.7,7.93,Concluído
5884,1472,11,Machine Learning,2023-07-13,2024-08-08,12.56,85.52,6.89,Concluído
5885,1474,55,Liderança e Gestão de Pessoas,2024-03-10,2024-11-17,9.5,74.96,9.59,Concluído
5886,1475,40,Python Avançado,2024-02-13,2024-03-08,35.32,79.91,6.3,Concluído
5887,1475,52,Power BI,2023-12-05,2024-02-09,7.74,93.3,9.94,Concluído
5888,1475,67,Power BI,2024-02-13,2024-06-12,20.27,98.22,8.35,Concluído
5889,1475,35,Gestão de Tempo,2024-04-13,2024-10-23,37.38,98.67,7.19,Concluído
5890,1475,29,Python Avançado,2024-01-21,2024-07-12,12.94,80.23,8.36,Concluído
5891,1475,56,Cloud Computing AWS,2024-08-12,2024-12-13,11.92,94.59,7.89,Concluído
5892,1475,34,Vendas Consultivas,2024-12-06,2024-12-14,37.65,88.11,6.84,Concluído
5893,1476,80,Oratória,2022-08-26,2024-12-19,29.97,73.68,8.62,Concluído
5894,1476,49,Customer Success,2023-12-19,2024-07-02,23.7,86.18,7.51,Concluído
5895,1476,46,Liderança e Gestão de Pessoas,2024-01-28,,13.73,49.9,,Em Andamento
5896,1476,23,Gestão de Projetos,2023-10-07,2024-05-09,37.92,75.68,6.84,Concluído
5897,1476,60,Power BI,2022-12-15,2023-01-31,13.69,62.88,8.65,Concluído
5898,1476,54,Excel Avançado,2023-05-21,2024-02-26,4.18,97.92,8.42,Concluído
5899,1477,44,Liderança e Gestão de Pessoas,2024-08-08,2024-09-27,29.25,61.0,8.72,Concluído
5900,1477,25,Customer Success,2024-10-26,2024-12-27,23.87,95.66,8.37,Concluído
5901,1477,8,JavaScript Moderno,2024-10-12,2024-12-04,14.05,78.2,7.83,Concluído
5902,1477,80,JavaScript Moderno,2024-08-01,2024-11-12,38.18,96.89,9.51,Concluído
5903,1477,39,Liderança e Gestão de Pessoas,2024-08-25,2024-12-07,13.4,99.41,6.51,Concluído
5904,1477,60,Agile/Scrum,2024-11-23,,13.71,24.48,,Em Andamento
5905,1478,34,Negociação,2024-12-02,2024-12-20,32.13,75.4,6.92,Concluído
5906,1478,18,Negociação,2023-10-16,,15.31,10.09,,Em Andamento
5907,1478,55,Agile/Scrum,2023-07-11,2024-12-23,8.39,61.27,9.61,Concluído
5908,1478,36,Python Avançado,2024-10-19,2024-11-20,25.08,95.44,7.01,Concluído
5909,1480,40,Liderança e Gestão de Pessoas,2024-12-01,,17.78,50.46,,Em Andamento
5910,1480,69,Machine Learning,2024-10-27,2024-11-15,32.95,95.46,6.66,Concluído
5911,1480,74,Data Analytics,2024-12-20,2024-12-30,32.21,63.33,9.86,Concluído
5912,1480,97,Cloud Computing AWS,2024-11-03,2024-12-31,26.05,89.09,9.3,Concluído
5913,1480,97,Excel Avançado,2024-08-23,2024-09-08,29.65,80.48,8.98,Concluído
5914,1480,85,Design Thinking,2024-03-14,2024-11-08,21.87,74.27,7.89,Concluído
5915,1482,77,Segurança da Informação,2024-02-15,,3.36,60.85,,Em Andamento
5916,1482,76,Product Management,2024-03-13,2024-10-18,29.02,72.64,7.63,Concluído
5917,1482,77,Gestão de Projetos,2024-06-21,,17.32,24.08,,Em Andamento
5918,1483,73,Design Thinking,2024-06-15,2024-06-30,15.78,87.0,6.43,Concluído
5919,1483,28,Oratória,2023-12-06,2024-05-26,16.55,76.59,9.73,Concluído
5920,1483,50,Cloud Computing AWS,2023-06-03,2023-06-17,7.53,80.78,6.41,Concluído
5921,1483,19,Comunicação Eficaz,2023-10-04,2023-11-12,29.96,79.93,7.63,Concluído
5922,1483,18,Gestão de Tempo,2024-07-19,2024-08-24,21.99,99.56,6.22,Concluído
5923,1483,23,Excel Avançado,2023-12-12,2024-05-08,16.24,89.97,7.74,Concluído
5924,1483,13,DevOps e CI/CD,2023-06-21,2024-12-05,13.67,84.71,6.84,Concluído
5925,1484,83,Design Thinking,2024-10-09,2024-12-27,5.81,87.3,7.57,Concluído
5926,1484,60,DevOps e CI/CD,2024-11-25,2024-12-18,39.56,74.48,9.7,Concluído
5927,1484,26,Data Analytics,2024-09-27,2024-12-23,14.23,80.28,6.93,Concluído
5928,1484,92,Oratória,2024-12-08,2024-12-26,18.71,75.23,7.01,Concluído
5929,1484,83,Data Analytics,2024-10-02,2024-10-22,29.22,70.94,8.11,Concluído
5930,1484,62,JavaScript Moderno,2024-12-22,,9.22,11.2,,Cancelado
5931,1484,65,Power BI,2024-08-06,2024-12-21,8.22,99.65,6.25,Concluído
5932,1486,60,Comunicação Eficaz,2023-09-22,2024-08-09,26.63,69.01,6.65,Concluído
5933,1486,24,JavaScript Moderno,2023-08-26,2024-02-06,18.63,83.56,8.67,Concluído
5934,1486,29,Python Avançado,2024-06-21,,12.39,83.53,,Em Andamento
5935,1486,27,Machine Learning,2024-03-13,2024-06-18,26.99,63.29,7.62,Concluído
5936,1486,61,Cloud Computing AWS,2024-05-18,,7.71,14.84,,Cancelado
5937,1486,35,DevOps e CI/CD,2023-01-17,2024-12-18,25.98,93.59,6.36,Concluído
5938,1486,59,Python Avançado,2023-02-18,,12.48,66.81,,Em Andamento
5939,1486,76,Gestão de Projetos,2023-07-18,2024-01-31,23.83,94.55,10.0,Concluído
5940,1487,65,Product Management,2024-07-29,2024-09-10,34.01,82.92,8.21,Concluído
5941,1487,83,Cloud Computing AWS,2024-11-01,2024-11-20,13.04,74.32,8.48,Concluído
5942,1488,51,Product Management,2024-04-05,2024-05-25,24.62,64.39,6.43,Concluído
5943,1488,18,Agile/Scrum,2024-05-14,2024-12-13,30.78,62.89,6.12,Concluído
5944,1488,2,Gestão de Tempo,2023-06-05,2023-10-20,23.38,84.74,9.85,Concluído
5945,1488,4,Excel Avançado,2023-10-05,2024-03-30,30.94,79.49,6.09,Concluído
5946,1488,17,Comunicação Eficaz,2024-01-15,,14.77,83.9,,Em Andamento
5947,1488,79,Comunicação Eficaz,2024-04-15,2024-11-07,6.92,92.13,7.98,Concluído
5948,1488,40,DevOps e CI/CD,2024-11-27,2024-12-29,5.58,63.21,9.35,Concluído
5949,1488,74,Product Management,2024-11-07,2024-12-27,7.53,96.75,7.85,Concluído
5950,1489,59,Excel Avançado,2023-06-13,2024-12-22,8.05,85.09,6.78,Concluído
5951,1489,25,Data Analytics,2024-06-13,2024-12-20,20.48,72.0,7.64,Concluído
5952,1489,18,Liderança e Gestão de Pessoas,2024-11-10,2024-11-27,16.89,89.65,7.82,Concluído
5953,1489,92,Comunicação Eficaz,2023-05-23,2024-01-23,35.32,92.12,8.34,Concluído
5954,1489,87,Gestão de Projetos,2024-03-25,2024-10-25,27.74,90.94,8.78,Concluído
5955,1489,27,Excel Avançado,2023-03-07,2023-05-04,38.55,64.19,9.85,Concluído
5956,1490,1,Design Thinking,2023-07-30,2024-04-22,19.7,97.38,7.12,Concluído
5957,1490,43,Machine Learning,2022-12-31,,17.93,32.3,,Em Andamento
5958,1490,59,Customer Success,2022-10-15,2024-10-12,9.95,88.5,7.02,Concluído
5959,1490,15,Gestão de Projetos,2023-01-21,2023-07-29,24.13,83.64,8.75,Concluído
5960,1490,76,Vendas Consultivas,2024-09-04,2024-11-23,9.7,82.81,8.65,Concluído
5961,1491,92,Comunicação Eficaz,2024-09-28,2024-10-11,11.12,61.75,8.58,Concluído
5962,1491,54,Negociação,2024-10-12,2024-12-08,38.07,96.99,7.39,Concluído
5963,1492,69,Excel Avançado,2024-01-22,2024-12-31,26.56,96.74,7.79,Concluído
5964,1492,67,Negociação,2024-05-06,2024-10-31,35.96,81.87,8.84,Concluído
5965,1492,42,Oratória,2024-07-21,2024-08-29,36.23,64.49,9.55,Concluído
5966,1492,70,Gestão de Projetos,2024-11-10,2024-11-26,15.19,90.16,9.69,Concluído
5967,1492,10,Liderança e Gestão de Pessoas,2024-12-25,,8.55,42.99,,Em Andamento
5968,1493,79,Data Analytics,2023-03-06,2024-12-22,38.05,81.86,8.54,Concluído
5969,1493,90,Negociação,2022-10-08,2023-07-10,17.96,81.27,8.84,Concluído
5970,1493,85,Python Avançado,2022-10-09,2024-09-10,5.82,88.86,8.89,Concluído
5971,1493,52,Product Management,2023-06-14,2024-07-16,35.09,96.58,8.54,Concluído
5972,1493,17,Customer Success,2024-05-04,2024-05-30,21.87,70.36,8.22,Concluído
5973,1493,52,Data Analytics,2023-12-26,2024-06-01,34.03,60.56,8.47,Concluído
5974,1494,98,Power BI,2024-09-06,2024-11-15,8.69,77.44,6.44,Concluído
5975,1494,46,JavaScript Moderno,2022-12-28,2024-05-16,21.16,83.28,8.33,Concluído
5976,1494,76,Liderança e Gestão de Pessoas,2023-08-03,,18.21,74.85,,Em Andamento
5977,1494,71,Design Thinking,2023-01-14,2024-10-21,8.73,91.61,9.67,Concluído
5978,1494,2,Product Management,2023-11-13,,13.7,14.4,,Em Andamento
5979,1494,45,Design Thinking,2024-06-28,2024-08-11,39.83,78.79,9.14,Concluído
5980,1495,73,Power BI,2024-01-10,2024-12-21,27.92,69.21,7.94,Concluído
5981,1496,100,Cloud Computing AWS,2023-10-24,,14.82,26.9,,Em Andamento
5982,1496,51,Cloud Computing AWS,2024-02-05,2024-02-22,34.3,71.54,8.16,Concluído
5983,1496,51,Power BI,2024-11-27,,7.94,1.55,,Em Andamento
5984,1496,41,DevOps e CI/CD,2024-10-31,,9.82,33.75,,Cancelado
5985,1496,99,Vendas Consultivas,2022-05-10,,10.69,10.39,,Em Andamento
5986,1496,16,Segurança da Informação,2024-11-21,,8.03,56.51,,Em Andamento
5987,1496,55,Power BI,2024-07-12,2024-08-24,19.97,72.75,9.5,Concluído
5988,1497,95,Cloud Computing AWS,2024-12-21,2024-12-24,24.1,90.4,8.95,Concluído
5989,1497,99,Product Management,2024-11-25,2024-12-21,16.56,66.23,7.3,Concluído
5990,1497,60,Python Avançado,2024-09-01,2024-11-03,4.07,89.44,9.08,Concluído
5991,1497,63,Python Avançado,2024-12-07,,2.73,67.33,,Em Andamento
5992,1497,8,Python Avançado,2024-08-27,2024-10-30,35.18,84.88,9.95,Concluído
5993,1497,85,Python Avançado,2024-10-30,2024-12-03,18.05,99.02,6.57,Concluído
5994,1498,85,JavaScript Moderno,2023-08-20,2024-04-04,26.02,75.65,6.56,Concluído
5995,1498,23,Segurança da Informação,2024-04-05,2024-07-03,34.31,85.59,8.44,Concluído
5996,1498,73,Machine Learning,2024-07-12,2024-12-21,11.42,98.41,6.16,Concluído
5997,1498,12,Data Analytics,2023-04-28,2024-04-10,37.78,87.32,9.02,Concluído
5998,1498,99,Agile/Scrum,2024-06-13,2024-10-24,22.57,94.9,7.51,Concluído
5999,1498,57,Python Avançado,2024-07-15,2024-08-30,13.95,94.83,6.08,Concluído
6000,1498,45,Negociação,2023-07-09,2024-06-06,11.95,72.18,6.7,Concluído
6001,1498,11,Data Analytics,2023-08-10,2024-05-20,10.47,95.07,6.53,Concluído
6002,1499,10,Customer Success,2023-12-29,2024-10-21,27.58,97.16,9.83,Concluído
6003,1499,84,Cloud Computing AWS,2023-07-30,2024-06-08,15.05,62.56,6.46,Concluído
6004,1499,9,Design Thinking,2023-08-26,2024-10-12,36.22,83.44,6.75,Concluído
6005,1499,33,Oratória,2024-07-04,2024-08-22,29.27,66.2,6.27,Concluído
6006,1499,84,Excel Avançado,2024-07-07,,16.28,61.65,,Em Andamento
6007,1500,2,JavaScript Moderno,2024-11-26,2024-12-04,17.28,67.47,9.55,Concluído
6008,1500,68,Customer Success,2024-12-10,2024-12-26,31.46,99.63,7.05,Concluído
6009,1500,19,Design Thinking,2024-12-09,2024-12-30,22.85,85.58,7.85,Concluído
6010,1500,39,Data Analytics,2024-12-28,2024-12-31,24.82,84.04,6.02,Concluído
6011,1500,59,Segurança da Informação,2024-10-27,2024-11-02,24.15,65.47,8.48,Concluído
6012,1500,89,Power BI,2024-12-07,2024-12-09,10.12,78.38,7.32,Concluído
6013,1500,50,Power BI,2024-11-01,,19.87,2.92,,Em Andamento
6014,1501,26,JavaScript Moderno,2024-08-10,2024-11-06,20.95,74.9,8.99,Concluído
6015,1501,62,Vendas Consultivas,2024-05-18,2024-08-13,17.05,90.29,6.24,Concluído
6016,1501,94,Agile/Scrum,2024-07-20,2024-10-09,13.91,91.43,7.34,Concluído
6017,1501,6,Comunicação Eficaz,2024-02-12,2024-12-25,13.17,63.33,6.64,Concluído
6018,1501,72,Negociação,2024-05-19,2024-09-12,6.24,87.31,9.94,Concluído
6019,1503,47,Agile/Scrum,2024-10-15,2024-12-09,18.76,81.92,7.83,Concluído
6020,1503,94,DevOps e CI/CD,2023-10-10,,9.66,21.88,,Cancelado
6021,1503,44,Gestão de Projetos,2023-04-06,2023-12-10,15.7,98.17,8.45,Concluído
6022,1503,92,Data Analytics,2023-06-16,,18.75,79.31,,Em Andamento
6023,1504,91,Data Analytics,2024-03-08,2024-05-14,14.54,98.08,9.83,Concluído
6024,1504,36,Agile/Scrum,2024-05-15,,12.66,26.75,,Em Andamento
6025,1504,65,Customer Success,2023-05-22,2023-08-10,12.5,95.37,7.32,Concluído
6026,1504,24,Gestão de Tempo,2024-03-04,2024-03-21,39.22,81.98,7.5,Concluído
6027,1504,67,Segurança da Informação,2024-11-19,2024-12-26,13.93,73.0,8.76,Concluído
6028,1504,27,Machine Learning,2024-01-07,2024-12-12,35.21,68.69,7.23,Concluído
6029,1505,51,Cloud Computing AWS,2024-12-01,2024-12-06,4.79,71.57,8.76,Concluído
6030,1505,29,Segurança da Informação,2024-06-16,2024-10-22,29.62,89.55,8.52,Concluído
6031,1506,27,JavaScript Moderno,2024-05-20,2024-06-10,6.92,80.62,7.18,Concluído
6032,1506,49,Vendas Consultivas,2024-12-05,,5.19,12.28,,Cancelado
6033,1507,5,Excel Avançado,2024-06-05,2024-08-24,35.36,90.99,6.91,Concluído
6034,1507,10,Agile/Scrum,2024-06-13,,3.76,81.39,,Em Andamento
6035,1507,98,Comunicação Eficaz,2024-01-16,2024-10-29,30.76,69.16,6.28,Concluído
6036,1507,8,Segurança da Informação,2023-12-26,,18.17,69.01,,Em Andamento
6037,1507,24,Power BI,2024-10-16,2024-11-01,32.57,84.56,7.81,Concluído
6038,1508,75,Product Management,2024-08-07,2024-11-24,26.76,77.42,9.21,Concluído
6039,1508,59,DevOps e CI/CD,2023-12-11,2024-07-29,19.88,60.69,8.97,Concluído
6040,1508,80,Comunicação Eficaz,2023-03-04,2023-11-09,29.74,96.68,6.53,Concluído
6041,1509,32,Vendas Consultivas,2022-03-24,2022-11-29,39.58,97.67,6.31,Concluído
6042,1509,10,Gestão de Projetos,2022-11-04,2023-01-04,29.0,62.86,6.31,Concluído
6043,1509,24,Gestão de Projetos,2022-09-02,,13.34,31.45,,Em Andamento
6044,1509,37,Customer Success,2024-09-21,2024-12-18,6.53,93.76,8.78,Concluído
6045,1509,43,DevOps e CI/CD,2023-12-24,2024-10-28,33.19,93.05,7.42,Concluído
6046,1509,42,Gestão de Tempo,2022-12-01,2024-01-11,29.07,95.43,7.34,Concluído
6047,1509,41,Cloud Computing AWS,2024-05-28,2024-12-12,23.08,81.88,9.27,Concluído
6048,1510,76,Vendas Consultivas,2024-11-29,2024-12-30,12.5,68.89,6.25,Concluído
6049,1510,7,Customer Success,2024-11-15,2024-12-20,4.92,95.36,8.81,Concluído
6050,1510,90,Gestão de Tempo,2024-12-20,2024-12-26,33.46,99.9,6.7,Concluído
6051,1510,23,Machine Learning,2024-12-09,2024-12-27,30.66,81.45,8.83,Concluído
6052,1510,95,Comunicação Eficaz,2024-11-22,,6.8,24.67,,Em Andamento
6053,1511,3,Comunicação Eficaz,2022-12-20,,5.93,29.18,,Em Andamento
6054,1511,88,Comunicação Eficaz,2024-01-19,2024-06-17,34.24,69.29,8.18,Concluído
6055,1511,82,Product Management,2024-01-16,2024-11-14,23.77,71.19,6.68,Concluído
6056,1511,58,Power BI,2023-05-25,2024-10-05,36.88,91.2,6.52,Concluído
6057,1511,9,Segurança da Informação,2023-03-02,2024-03-19,12.37,88.57,7.45,Concluído
6058,1511,71,Excel Avançado,2022-09-23,2024-07-02,17.92,88.45,7.23,Concluído
6059,1511,63,Machine Learning,2024-12-30,2024-12-31,19.8,85.69,6.72,Concluído
6060,1511,66,DevOps e CI/CD,2023-01-19,2024-06-14,37.02,97.39,8.01,Concluído
6061,1512,47,Oratória,2024-11-02,,7.82,85.52,,Em Andamento
6062,1513,92,Segurança da Informação,2024-07-23,2024-08-07,9.54,98.33,8.44,Concluído
6063,1513,45,Gestão de Tempo,2024-11-10,,13.38,59.26,,Em Andamento
6064,1513,9,JavaScript Moderno,2024-10-25,2024-12-26,38.23,93.66,8.91,Concluído
6065,1514,59,Negociação,2023-11-04,2024-11-01,15.35,66.58,8.75,Concluído
6066,1514,43,Excel Avançado,2024-09-09,2024-10-22,18.34,63.73,7.43,Concluído
6067,1514,85,Vendas Consultivas,2023-12-25,2024-07-21,30.33,62.31,7.85,Concluído
6068,1514,20,Machine Learning,2024-01-13,2024-11-02,11.4,63.67,6.38,Concluído
6069,1514,87,Negociação,2023-11-04,2024-12-12,7.96,63.46,6.13,Concluído
6070,1514,64,Negociação,2024-08-11,2024-09-17,17.03,67.75,6.06,Concluído
6071,1514,33,JavaScript Moderno,2024-08-20,,6.45,24.2,,Em Andamento
6072,1514,8,Oratória,2024-07-02,2024-10-26,36.17,77.81,9.34,Concluído
6073,1515,32,Vendas Consultivas,2024-11-29,2024-12-08,8.7,86.21,7.9,Concluído
6074,1515,58,Excel Avançado,2022-09-09,2024-04-06,10.5,89.97,6.93,Concluído
6075,1515,84,Customer Success,2022-11-03,2024-10-25,23.24,93.08,8.81,Concluído
6076,1515,78,Negociação,2024-08-22,2024-10-27,31.8,83.91,8.11,Concluído
6077,1515,49,Data Analytics,2023-12-25,2024-08-26,23.86,97.65,6.6,Concluído
6078,1515,62,Python Avançado,2024-03-17,,9.79,52.21,,Em Andamento
6079,1515,94,Agile/Scrum,2024-07-10,2024-11-15,36.47,70.6,9.51,Concluído
6080,1516,34,Agile/Scrum,2024-12-21,2024-12-28,32.49,77.71,6.67,Concluído
6081,1517,1,Gestão de Tempo,2024-07-30,2024-08-29,7.34,63.2,7.93,Concluído
6082,1517,83,Cloud Computing AWS,2024-12-06,,9.74,72.95,,Em Andamento
6083,1517,94,Power BI,2023-12-21,2024-11-08,5.81,79.5,9.11,Concluído
6084,1517,85,Gestão de Projetos,2024-05-12,2024-06-03,10.76,68.04,8.36,Concluído
6085,1518,63,Machine Learning,2024-05-24,,17.44,26.1,,Em Andamento
6086,1518,52,Product Management,2024-07-30,2024-09-06,33.07,84.16,6.25,Concluído
6087,1518,57,Product Management,2024-08-12,,8.19,73.93,,Em Andamento
6088,1520,93,Data Analytics,2023-06-18,,9.84,12.26,,Cancelado
6089,1520,81,Cloud Computing AWS,2023-05-06,2024-12-29,28.2,98.92,8.94,Concluído
6090,1520,80,Agile/Scrum,2024-04-02,2024-09-06,33.26,87.96,6.84,Concluído
6091,1520,44,Power BI,2024-01-20,2024-03-26,15.61,77.23,7.18,Concluído
6092,1520,43,Oratória,2024-09-19,2024-11-25,11.5,87.27,8.92,Concluído
6093,1520,9,JavaScript Moderno,2023-11-08,2024-06-21,28.85,61.63,10.0,Concluído
6094,1520,31,Machine Learning,2024-05-26,2024-07-17,15.93,91.49,8.18,Concluído
6095,1521,85,Excel Avançado,2024-10-12,2024-10-15,25.33,97.35,8.39,Concluído
6096,1521,81,JavaScript Moderno,2024-06-09,2024-09-11,18.2,89.09,8.03,Concluído
6097,1521,74,Design Thinking,2024-06-23,2024-07-20,14.14,74.63,7.06,Concluído
6098,1521,85,Cloud Computing AWS,2024-09-06,2024-09-08,14.74,89.0,7.33,Concluído
6099,1521,53,Python Avançado,2024-07-01,,7.66,19.97,,Em Andamento
6100,1521,79,Python Avançado,2024-08-06,2024-10-07,19.8,70.3,7.19,Concluído
6101,1522,55,JavaScript Moderno,2023-07-23,2024-08-15,12.99,81.89,8.14,Concluído
6102,1523,28,Data Analytics,2024-10-08,2024-11-25,13.64,84.16,9.17,Concluído
6103,1523,26,Excel Avançado,2024-12-11,2024-12-27,28.68,81.1,7.91,Concluído
6104,1523,42,Gestão de Tempo,2024-10-30,,6.97,38.85,,Em Andamento
6105,1523,33,Python Avançado,2024-11-01,2024-11-21,22.28,85.46,8.99,Concluído
6106,1524,42,Comunicação Eficaz,2023-12-26,2024-09-28,30.63,89.39,7.74,Concluído
6107,1524,8,Design Thinking,2022-08-31,2022-11-10,8.22,81.11,9.82,Concluído
6108,1524,58,Machine Learning,2023-07-05,2023-08-07,12.99,96.62,7.17,Concluído
6109,1524,16,Oratória,2024-12-02,,7.5,17.46,,Em Andamento
6110,1524,23,Product Management,2022-06-04,2024-12-31,34.66,99.51,6.8,Concluído
6111,1525,49,Oratória,2024-01-19,,17.56,64.63,,Em Andamento
6112,1525,81,Oratória,2023-10-21,2024-11-16,6.03,89.55,9.51,Concluído
6113,1525,80,Power BI,2024-03-08,2024-04-11,38.73,71.47,6.43,Concluído
6114,1525,77,Design Thinking,2024-01-08,2024-09-01,19.9,98.27,8.28,Concluído
6115,1525,63,Segurança da Informação,2024-07-14,2024-08-06,11.45,72.54,8.81,Concluído
6116,1526,22,Product Management,2024-01-04,2024-11-16,4.75,78.8,6.9,Concluído
6117,1526,94,Cloud Computing AWS,2024-05-19,2024-06-07,36.85,88.72,8.47,Concluído
6118,1526,28,Liderança e Gestão de Pessoas,2024-03-10,2024-12-10,21.76,67.52,9.14,Concluído
6119,1526,93,Power BI,2024-06-09,2024-07-26,32.99,77.27,9.07,Concluído
6120,1526,77,JavaScript Moderno,2024-04-07,2024-11-26,32.13,70.19,8.12,Concluído
6121,1527,71,Machine Learning,2024-04-23,2024-09-05,14.75,75.9,6.98,Concluído
6122,1527,97,Oratória,2024-07-30,2024-12-07,33.64,79.27,8.72,Concluído
6123,1527,63,Data Analytics,2024-09-02,2024-10-07,9.62,99.65,7.5,Concluído
6124,1527,53,DevOps e CI/CD,2023-05-08,2023-08-14,8.88,95.83,9.83,Concluído
6125,1527,55,Excel Avançado,2023-04-25,2024-05-20,25.63,63.5,9.07,Concluído
6126,1527,6,Vendas Consultivas,2023-04-12,2024-12-03,13.61,83.75,6.23,Concluído
6127,1528,29,Power BI,2024-04-29,2024-08-31,37.69,80.36,8.76,Concluído
6128,1529,55,Cloud Computing AWS,2024-08-09,2024-11-30,33.61,63.47,8.82,Concluído
6129,1529,53,Machine Learning,2024-08-09,,7.88,5.31,,Cancelado
6130,1529,44,Gestão de Tempo,2024-08-15,2024-09-16,30.88,79.8,7.12,Concluído
6131,1530,24,Design Thinking,2024-11-21,2024-12-06,14.89,77.08,8.87,Concluído
6132,1530,86,JavaScript Moderno,2024-11-19,,9.71,39.12,,Cancelado
6133,1531,35,Liderança e Gestão de Pessoas,2024-10-02,,10.29,49.75,,Em Andamento
6134,1531,17,Machine Learning,2024-12-03,2024-12-06,25.3,75.1,6.64,Concluído
6135,1531,54,Oratória,2024-11-12,2024-12-06,20.27,69.44,8.96,Concluído
6136,1531,50,Negociação,2024-09-03,2024-09-18,25.5,97.1,7.66,Concluído
6137,1531,12,Python Avançado,2024-11-23,2024-12-18,13.62,65.42,9.37,Concluído
6138,1532,51,Segurança da Informação,2024-11-05,2024-12-12,30.54,76.36,7.43,Concluído
6139,1532,80,Design Thinking,2023-06-27,2024-09-20,18.13,90.84,9.46,Concluído
6140,1532,18,Customer Success,2023-10-04,2024-04-03,30.81,80.66,9.83,Concluído
6141,1532,72,Customer Success,2023-09-08,2024-05-14,28.15,64.98,9.47,Concluído
6142,1533,72,Customer Success,2022-07-24,2023-12-05,28.15,62.55,6.16,Concluído
6143,1533,29,Comunicação Eficaz,2023-11-15,2024-10-01,19.49,87.72,9.97,Concluído
6144,1533,8,Design Thinking,2023-06-23,2023-09-07,19.28,71.38,7.38,Concluído
6145,1533,25,Customer Success,2023-11-07,2024-01-30,15.19,74.37,8.78,Concluído
6146,1533,16,Oratória,2023-06-10,,4.07,60.29,,Em Andamento
6147,1534,52,Power BI,2023-05-29,2023-07-04,12.18,62.01,8.91,Concluído
6148,1534,87,Negociação,2023-04-13,2023-08-14,19.4,80.75,6.52,Concluído
6149,1534,89,Segurança da Informação,2023-05-06,2023-12-12,31.48,89.82,8.25,Concluído
6150,1534,31,JavaScript Moderno,2023-10-08,2024-11-14,31.23,65.51,6.13,Concluído
6151,1534,13,JavaScript Moderno,2023-10-15,2024-10-02,16.35,83.02,9.12,Concluído
6152,1534,61,Power BI,2024-07-23,2024-08-11,36.01,63.17,8.57,Concluído
6153,1534,81,Excel Avançado,2024-05-16,2024-06-24,27.12,98.51,9.76,Concluído
6154,1535,41,Segurança da Informação,2024-04-21,2024-11-29,8.67,95.31,7.66,Concluído
6155,1536,97,Oratória,2024-01-26,2024-03-21,34.63,65.05,6.0,Concluído
6156,1536,23,Python Avançado,2024-10-18,2024-10-24,11.31,62.53,7.8,Concluído
6157,1536,25,DevOps e CI/CD,2024-06-16,2024-07-31,18.29,72.56,9.69,Concluído
6158,1536,80,Comunicação Eficaz,2024-01-04,2024-05-06,17.13,86.56,9.82,Concluído
6159,1537,67,Oratória,2024-12-31,2025-01-01,28.96,95.82,6.97,Concluído
6160,1537,85,DevOps e CI/CD,2024-10-03,,5.09,87.17,,Em Andamento
6161,1537,57,Comunicação Eficaz,2024-11-24,2024-12-14,9.58,95.3,6.36,Concluído
6162,1537,77,Design Thinking,2024-08-08,,15.49,78.57,,Em Andamento
6163,1537,19,DevOps e CI/CD,2024-10-17,2024-11-04,11.9,90.07,9.43,Concluído
6164,1537,76,Machine Learning,2024-08-13,2024-08-30,23.84,92.22,6.24,Concluído
6165,1537,1,Liderança e Gestão de Pessoas,2024-07-24,2024-11-06,35.0,93.91,7.91,Concluído
6166,1538,47,Machine Learning,2023-01-04,2024-05-12,6.46,70.37,9.63,Concluído
6167,1538,82,Customer Success,2023-01-02,,13.69,66.75,,Em Andamento
